Name,wildtype-rep1,wildtype-rep2,revR-rep1,revR-rep2,virR-rep1,virR-rep2,Length,Gene,Product,On same fragment,Ambiguous alignment
CPE2328,0,3,6,7,3,5,525,,hypothetical protein,,
CPE2329,112,345,128,147,94,222,1347,glmM,phosphoglucosamine mutase,,
CPE2330,81,117,128,164,171,235,1293,,hypothetical protein,,
CPE2331,65,94,48,105,98,92,1404,,two-component sensor histidine kinase,31xCPE2332,
CPE2332,38,71,39,103,49,45,693,,two-component response regulator,31xCPE2331 1xCPE2333,
CPE2333,28,115,54,151,103,160,318,,hypothetical protein,125xCPE2334 1xCPE2332,
CPE2334,47,160,111,302,55,131,300,,TrpR-like protein YerC/YecD,125xCPE2333 21xCPE2335,
CPE2335,43,151,62,201,30,129,840,,hypothetical protein,21xCPE2334,
CPE2336,36,37,18,37,102,96,2019,gde,glycogen debranching protein,,1xCPE1340 1xCPE1858
CPE2337,107,77,27,128,197,258,2364,glgP,glycogen phosphorylase,43xCPE2338,
CPE2338,55,39,19,79,120,118,1494,malQ,4-alpha-glucanotransferase,43xCPE2339 43xCPE2337,1xCPE0713 1xPCP45
CPE2339,171,104,42,99,203,327,2148,,alpha-glucosidase,43xCPE2338 14xCPE2340,
CPE2340,95,42,20,25,174,112,1014,malR,LacI family transcriptional regulator,14xCPE2339,
CPE2341,251,292,80,198,771,901,894,,maltose ABC transporter,243xCPE2342,
CPE2342,134,129,28,126,366,378,954,,maltose ABC transporter,243xCPE2341 43xCPE2343,
CPE2343,634,692,220,617,1473,2057,1227,,maltose ABC transporter,43xCPE2342,
CPE2344,140,230,49,107,154,339,942,,carbohydrate diacid transcriptional activator CdaR,166xCPE2345,
CPE2345,172,145,90,77,315,458,1110,,maltose ABC transportor,166xCPE2344,
CPE2346,251,299,395,507,408,677,1719,hydA,iron hydrogenase,1xCPE2347,
CPE2347,226,211,377,952,646,1078,1071,buk,butyrate kinase,277xCPE2348 1xCPE2346,
CPE2348,168,218,298,867,392,708,990,ptb,phosphate butyryltransferase,277xCPE2347 3xCPE2349,1xCPE0965
CPE2349,77,166,117,198,113,168,1602,,D-amino acid dehydrogenase small subunit,12xCPE2350 3xCPE2348,1xCPE1238
CPE2350,84,164,173,476,146,250,1329,,hypothetical protein,93xCPE2351 12xCPE2349,
CPE2351,190,242,309,360,248,291,858,,DNA integrity scanning protein DisA,93xCPE2350,
CPE2352,2,11,1,10,86,99,963,,hypothetical protein,38xCPE2353,
CPE2353,6,13,3,12,394,246,603,,spore cortex-lytic enzyme,38xCPE2352,
CPE2354,313,899,537,1825,215,834,861,trxR,thioredoxin reductase,871xCPE2355,
CPE2355,153,403,238,1022,99,400,315,,thioredoxin,871xCPE2354 8xCPE2356,
CPE2356,12,42,29,61,23,49,1170,,isoaspartyl dipeptidase,8xCPE2355,
CPE2357,160,335,1068,697,317,1363,1620,,phosphoenolpyruvate-protein phosphotransferase,,
CPE2358,9,17,18,31,18,26,2007,,sigma-L-dependent transcriptional regulator,,7xCPE1340 7xCPE0489 5xCPE1396 4xCPE0544 4xCPE0021 3xCPE1858 3xCPE1880 2xCPE1476 2xCPE1901 2xPCP34 2xCPE2284 2xCPE1864 2xCPE2382 2xCPE0117 1xCPE1012 1xCPE1500 1xCPE0772 1xCPE1508 1xCPE1911 1xCPE0481 1xCPE1579
CPE2359,460,476,829,2851,457,744,594,rpsD,30S ribosomal protein S4,,
CPE2360,35,112,59,61,30,63,1035,nrdF,ribonucleotide-diphosphate reductase subunit beta,3xCPE2361,
CPE2361,74,166,77,181,51,94,2232,nrdA,ribonucleotide-diphosphate reductase subunit alpha,3xCPE2360,
CPE2362,755,841,1037,1201,834,845,357,,ArsC family protein,1xCPE2363,
CPE2363,35,107,46,55,46,71,1827,,two-component sensor histidine kinase,36xCPE2364 1xCPE2362,
CPE2364,35,71,37,38,44,46,699,,DNA-binding response regulator,36xCPE2363,
CPE2365,77,183,127,221,80,115,858,,hypothetical protein,2xCPE2366,
CPE2366,0,6,0,2,18,12,153,,hypothetical protein,2xCPE2365,
CPE2367,1,6,3,6,17,18,672,,N-acetylmuramoyl-L-alanine amidase,,
CPE2368,42,174,65,234,64,98,1614,,transcriptional regulator PhoU,,
CPE2369,608,1413,777,1589,920,1602,393,rpsI,30S ribosomal protein S9,1110xCPE2370,
CPE2370,478,941,436,1049,560,989,435,rplM,50S ribosomal protein L13,1110xCPE2369 4xCPE2371,
CPE2371,5,22,12,29,10,13,735,truA,tRNA pseudouridine synthase A,4xCPE2370,
CPE2372,62,140,101,101,78,105,807,,hypothetical protein,87xCPE2373,
CPE2373,38,80,51,68,27,68,858,cbiO,cobalt transporter ATP-binding subunit,87xCPE2372 38xCPE2374,
CPE2374,27,64,26,56,26,58,846,,cobalt transporter ATP-binding subunit,38xCPE2373,
CPE2375,452,1194,691,1513,799,1553,342,rplQ,50S ribosomal protein L17,2344xCPE2376,
CPE2376,695,1294,811,1738,1141,1786,948,rpoA,DNA-directed RNA polymerase subunit alpha,2344xCPE2375 407xCPE2377,
CPE2377,148,357,254,774,258,686,621,rpsD,30S ribosomal protein S4,436xCPE2378 407xCPE2376,
CPE2378,105,158,166,473,154,421,396,rpsK,30S ribosomal protein S11,440xCPE2379 436xCPE2377,
CPE2379,85,178,149,454,164,392,366,rpsM,30S ribosomal protein S13,440xCPE2378 14xCPE2380,
CPE2380,46,170,149,593,82,310,114,rpmJ,50S ribosomal protein L36,839xCPE2381 15xCPE2382 14xCPE2379,
CPE2381,49,219,196,826,103,355,219,infA,translation initiation factor IF-1,839xCPE2380 310xCPE2382,
CPE2382,37,111,125,344,83,243,309,,hypothetical protein,310xCPE2381 224xCPE2383 15xCPE2380,2xCPE2358 1xCPE1745 1xCPE1340 1xCPE0117 1xCPE2201 1xCPE0914 1xCPE2284 1xCPE0478 1xCPE1858 1xCPE1476 1xCPE0095 1xCPE0369
CPE2383,72,169,101,488,108,314,750,map,"methionine aminopeptidase, type I",228xCPE2384 224xCPE2382,
CPE2384,74,169,100,504,123,308,657,adk,adenylate kinase,487xCPE2385 228xCPE2383,
CPE2385,279,587,373,1460,361,1016,1278,secY,preprotein translocase subunit SecY,1261xCPE2386 487xCPE2384,
CPE2386,198,514,252,1008,254,748,441,rplO,50S ribosomal protein L15,1261xCPE2385 750xCPE2387 18xCPE2388,
CPE2387,44,223,117,854,75,423,174,rpmD,50S ribosomal protein L30,816xCPE2388 750xCPE2386,
CPE2388,84,268,191,887,148,549,498,rpsE,30S ribosomal protein S5,816xCPE2387 233xCPE2389 18xCPE2386,
CPE2389,69,124,125,298,119,261,360,rplR,50S ribosomal protein L18,290xCPE2390 233xCPE2388,
CPE2390,56,116,112,366,112,307,540,rplF,50S ribosomal protein L6,290xCPE2389 51xCPE2391,
CPE2391,95,131,150,310,134,360,399,rpsH,30S ribosomal protein S8,317xCPE2392 51xCPE2390 6xCPE2393,
CPE2392,61,126,101,321,106,255,186,rpsN,30S ribosomal protein S14,384xCPE2393 317xCPE2391,
CPE2393,89,129,158,470,128,374,540,rplE,50S ribosomal protein L5,384xCPE2392 235xCPE2394 6xCPE2391,
CPE2394,47,106,119,518,80,326,315,rplX,50S ribosomal protein L24,487xCPE2395 235xCPE2393,
CPE2395,56,104,109,410,103,358,369,rplN,50S ribosomal protein L14,487xCPE2394 232xCPE2396,
CPE2396,29,85,68,188,58,213,255,rpsQ,30S ribosomal protein S17,232xCPE2395 143xCPE2397 12xCPE2398,
CPE2397,37,60,63,205,57,145,210,rpmC,50S ribosomal protein L29,349xCPE2398 143xCPE2396,
CPE2398,46,104,93,354,72,289,435,rplP,50S ribosomal protein L16,349xCPE2397 153xCPE2399 12xCPE2396,
CPE2399,78,160,133,427,125,358,669,rpsC,30S ribosomal protein S3,341xCPE2400 153xCPE2398,
CPE2400,61,111,146,323,94,241,336,rplV,50S ribosomal protein L22,341xCPE2399 225xCPE2401,
CPE2401,56,88,107,324,95,212,282,rpsS,30S ribosomal protein S19,264xCPE2402 225xCPE2400,
CPE2402,156,340,245,802,204,614,834,rplB,50S ribosomal protein L2,401xCPE2403 264xCPE2401,
CPE2403,63,145,131,448,113,296,294,rplW,50S ribosomal protein L23,401xCPE2402 340xCPE2404,
CPE2404,123,264,231,717,161,477,528,rplD,50S ribosomal protein L4,647xCPE2405 340xCPE2403,
CPE2405,150,443,356,1014,224,722,630,rplC,50S ribosomal protein L3,647xCPE2404 270xCPE2406,
CPE2406,146,452,225,674,242,555,309,rpsJ,30S ribosomal protein S10,270xCPE2405,
CPE2407,1703,2509,2665,4313,2573,5162,1194,tuf,elongation factor Tu,119xCPE2408,15387xCPE2421
CPE2408,146,448,454,1964,297,1072,2067,fus,elongation factor G,284xCPE2409 119xCPE2407,
CPE2409,377,1098,666,2861,640,1456,471,rpsG,30S ribosomal protein S7,697xCPE2410 284xCPE2408,
CPE2410,346,736,649,2341,495,1005,381,rpsL,30S ribosomal protein S12,697xCPE2409 56xCPE2411,
CPE2411,18,33,56,159,44,59,267,,ribosomal protein L7AE family protein,90xCPE2412 56xCPE2410,
CPE2412,68,175,192,803,155,350,3537,rpoC,DNA-directed RNA polymerase subunit beta',90xCPE2411 46xCPE2413,
CPE2413,209,429,545,1087,381,664,3705,rpoB,DNA-directed RNA polymerase subunit beta,46xCPE2412,
CPE2414,472,1608,629,1895,708,1763,366,rplL,50S ribosomal protein L7/L12,2287xCPE2415,
CPE2415,502,1690,471,2782,591,1942,501,rplJ,50S ribosomal protein L10,2287xCPE2414 14xCPE2416,
CPE2416,383,686,643,1255,523,1211,690,rplA,50S ribosomal protein L1,364xCPE2417 14xCPE2415,
CPE2417,133,388,281,855,135,682,426,rplK,50S ribosomal protein L11,534xCPE2418 364xCPE2416,
CPE2418,146,389,300,854,166,625,522,nusG,transcription antitermination protein NusG,534xCPE2417 484xCPE2419 1xCPE2420,1xCPE2419
CPE2419,89,241,194,494,163,327,225,secE,preprotein translocase subunit SecE,727xCPE2420 484xCPE2418,1xCPE2418
CPE2420,94,180,206,428,155,240,150,rpmG,50S ribosomal protein L33,727xCPE2419 33xCPE2421 1xCPE2418,
CPE2421,1915,2756,2741,5349,3015,5728,1194,tuf,elongation factor Tu,33xCPE2420 1xCPE2422,15387xCPE2407
CPE2422,52,119,58,186,91,136,648,sigH,RNA polymerase factor sigma-70,45xCPE2423 1xCPE2421,
CPE2423,75,119,91,133,100,118,510,,hypothetical protein,173xCPE2424 45xCPE2422,1xCPE2518
CPE2424,40,82,59,136,45,77,870,,"RNA methyltransferase, TrmH family, group 3",173xCPE2423 45xCPE2425,
CPE2425,32,67,50,100,29,44,738,thyX,FAD-dependent thymidylate synthase,65xCPE2426 45xCPE2424,
CPE2426,28,59,30,62,35,66,411,,hypothetical protein,65xCPE2425,
CPE2427,70,153,120,268,123,209,1401,cysS,cysteinyl-tRNA synthetase,26xCPE2428,
CPE2428,32,43,45,53,42,89,1713,proS,prolyl-tRNA synthetase,26xCPE2427,
CPE2429,110,128,77,155,151,184,678,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,142xCPE2430,
CPE2430,168,228,221,336,266,309,1107,,PIN/TRAM domain protein,142xCPE2429,
CPE2431,198,396,172,908,942,1098,402,,hypothetical protein,,
CPE2432,337,333,232,117,266,260,1065,,DNA integrity scanning protein DisA,37xCPE2433,
CPE2433,59,212,58,136,60,144,1362,radA,DNA repair protein RadA,37xCPE2432,
CPE2434,61,235,150,201,110,300,729,nagB,glucosamine-6-phosphate deaminase,81xCPE2435,
CPE2435,43,103,75,112,51,121,723,,GntR family transcriptional regulator,81xCPE2434,
CPE2436,1,1,0,0,8,16,165,,hypothetical protein,,
CPE2437,1665,1917,2404,4066,1884,2496,228,,glutaredoxin,,
CPE2438,545,1755,1346,3703,503,2167,1449,gapN,NADP-dependent glyceraldehyde-3-phosphate dehydrogenas,631xCPE2439 1xCPE2440,1xCPE1201
CPE2439,72,291,182,715,74,387,234,,glutaredoxin,721xCPE2440 631xCPE2438,
CPE2440,219,536,300,937,167,750,939,,thioredoxin-disulfide reductase,721xCPE2439 1xCPE2438,
CPE2441,24,56,32,54,195,122,2445,clpC,negative regulator of genetic competence MecB/ClpC,19xCPE2442,
CPE2442,9,25,10,31,68,42,1014,,ATP:guanido phosphotransferase,29xCPE2443 19xCPE2441,
CPE2443,5,25,31,84,20,33,600,,hypothetical protein,98xCPE2444 29xCPE2442,1xCPE2042
CPE2444,9,33,61,244,28,45,456,ctsR,transcriptional repressor,98xCPE2443,
CPE2445,2,2,1,1,84,83,654,,metal-dependent hydrolase,,
CPE2446,9,8,8,8,13,23,1662,,cyanophycin synthetase,,
CPE2447,3568,14841,4156,43095,5592,25007,171,fer,ferredoxin,106xCPE2448,
CPE2448,122,292,182,331,161,369,906,,PSP1 domain protein,145xCPE2449 106xCPE2447,
CPE2449,74,191,107,336,102,194,924,holB,DNA polymerase III subunit delta',283xCPE2450 145xCPE2448,
CPE2450,162,341,164,323,186,469,330,,hypothetical protein,283xCPE2449,
CPE2451,0,4,0,3,2,2,156,,hypothetical protein,5xCPE2452,
CPE2452,5,17,12,10,17,11,591,gmk,guanylate kinase,5xCPE2451,
CPE2453,22,39,33,60,108,121,1431,,Orn/Lys/Arg decarboxylase,62xCPE2454,
CPE2454,8,12,15,24,60,123,177,csfB,csfB protein,62xCPE2453,
CPE2455,0,1,0,4,23,33,1170,,amidohydrolase,,
CPE2456,166,274,241,113,199,219,498,,hypothetical protein,,
CPE2457,46,76,78,75,55,61,945,,transport protein,1xCPE2458,
CPE2458,5,15,4,9,11,34,909,,"L,D-carboxypeptidase A",1xCPE2457,
CPE2459,94,196,170,467,116,308,1377,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,,
CPE2460,83,264,155,296,95,245,1044,bioB,biotin synthase,,
CPE2461,31,111,63,128,31,77,1242,,oxidoreductase,11xCPE2462,
CPE2462,26,60,71,104,17,62,870,mccF,LD-carboxypeptidase,11xCPE2461,
CPE2463,21,92,38,84,35,88,1119,pepT,peptidase,1xCPE2464,
CPE2464,87,155,120,177,127,258,1404,glyS,glycyl-tRNA synthetase,1xCPE2463,
CPE2465,189,533,295,565,250,479,1506,lysS,lysyl-tRNA synthetase,303xCPE2466,
CPE2466,121,289,127,244,132,247,477,greA,transcription elongation factor GreA,303xCPE2465,
CPE2467,12,38,24,56,34,38,981,,dihydrouridine synthase,89xCPE2468,
CPE2468,33,74,46,77,54,52,780,,pantothenate kinase,89xCPE2467,
CPE2469,51,336,113,794,64,158,1671,,formate--tetrahydrofolate ligase,,
CPE2470,334,732,606,1514,443,899,1806,ftsH,ATP-dependent metalloprotease FtsH,22xCPE2471,
CPE2471,43,129,75,258,51,117,552,hprT,hypoxanthine phosphoribosyltransferase,272xCPE2472 22xCPE2470,
CPE2472,45,141,123,429,77,161,1410,,tRNA(Ile)-lysidine synthetase,272xCPE2471,
CPE2473,35,52,13,17,286,326,2391,spoIIE,stage II sprulation protein E,,
CPE2474,242,423,286,257,485,703,405,,general stress protein 13,775xCPE2475,1xCPE2162
CPE2475,205,439,182,333,514,718,393,,hypothetical protein,775xCPE2474 31xCPE2476,
CPE2476,1,3,0,0,57,25,375,,hypothetical protein,31xCPE2475 21xCPE2477,
CPE2477,3,8,1,2,183,152,300,,sporulation protein YabP,21xCPE2476,1xCPE1864
CPE2478,112,241,193,208,143,212,261,,S4 domain protein,2xCPE2479,
CPE2479,914,2042,1244,1047,1432,2013,276,dbh,DNA-binding protein HU,8xCPE2480 2xCPE2478,
CPE2480,24,124,51,174,204,176,1452,,nucleotide pyrophosphohydrolase,74xCPE2481 8xCPE2479,
CPE2481,4,23,5,34,52,72,1533,spoVB,stage V sporulation protein B,74xCPE2480,
CPE2482,1,1,0,4,35,26,549,,stage V sprulation protein T,,
CPE2483,450,686,371,332,597,1000,1029,prsA,peptidylprolyl isomerase,7xCPE2484,
CPE2484,47,52,56,59,63,80,3489,mfd,transcription-repair coupling factor,36xCPE2485 7xCPE2483,2xCPE0117 1xCPE2201 1xCPE0021
CPE2485,28,40,69,57,56,64,567,spoVC,peptidyl-tRNA hydrolase,36xCPE2484 1xCPE2486,
CPE2486,231,160,204,202,305,217,1158,,PDZ domain protein,74xCPE2487 1xCPE2485,
CPE2487,414,1536,330,1372,466,1022,1410,,two-component sensor histidine kinase,268xCPE2488 74xCPE2486,
CPE2488,264,468,310,720,309,721,687,,DNA-binding response regulator,268xCPE2487,
CPE2489,198,263,181,217,264,282,960,prs,ribose-phosphate pyrophosphokinase,50xCPE2490,
CPE2490,81,142,125,188,122,168,1365,glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,50xCPE2489 1xCPE2491,
CPE2491,1418,5463,1258,6453,2962,8357,273,spoVG,regulatory protein SpoVG,24xCPE2492 1xCPE2490,
CPE2492,34,92,65,146,56,66,804,purR,pur operon repressor,24xCPE2491,
CPE2493,157,264,172,363,258,316,1401,murC,UDP-N-acetylmuramate--L-alanine ligase,,
CPE2494,402,257,198,241,579,391,909,,transcriptional regulator,358xCPE2495,
CPE2495,347,345,193,263,571,1163,819,punA,purine nucleoside phosphorylase,358xCPE2494 160xCPE2496,
CPE2496,861,785,251,521,885,1368,1227,,nucleoside transporter,160xCPE2495,
CPE2497,122,289,229,800,136,357,1077,,"metallopeptidase, family M24",,
CPE2498,40,169,90,310,52,128,699,,Ser/Thr protein phosphatase,,
CPE2499,3,7,0,10,6,14,1215,,heme/steroid binding domain protein,,
CPE2500,62,87,128,245,74,128,1398,asnC,asparaginyl-tRNA synthetase,,
CPE2501,203,479,326,500,220,528,1482,,leucyl aminopeptidase,,
CPE2502,136,241,174,122,167,220,552,,hypothetical protein,19xCPE2503,1xCPE0021
CPE2503,27,52,47,49,89,66,510,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein,19xCPE2502,
CPE2504,4,4,7,5,137,113,609,,hypothetical protein,,
CPE2505,4,8,11,9,9,15,1392,,MATE efflux family protein,,
CPE2506,106,34,171,16,94,100,999,add,adenosine deaminase,,
CPE2507,207,561,328,887,195,372,2118,nrdD,anaerobic ribonucleoside triphosphate reductase,,
CPE2508,3,9,2,3,88,101,1068,,hypothetical protein,,
CPE2509,163,483,216,1005,292,698,846,,degV family protein,712xCPE2510,
CPE2510,119,284,95,358,209,413,441,,PadR family transcriptional regulator,712xCPE2509,
CPE2511,14,8,12,2,470,217,189,fer,ferredoxin,,
CPE2512,104,205,157,165,108,182,855,,Mrp protein,196xCPE2513,
CPE2513,63,117,70,178,87,112,840,,lipoprotein,196xCPE2512 55xCPE2514,1xCPE0481
CPE2514,50,84,91,82,39,81,771,,prolipoprotein diacylglyceryl transferase,55xCPE2513 1xCPE2515,2xCPE2284 2xCPE1901 1xCPE1702 1xCPE1481
CPE2515,4,15,2,3,187,241,573,,hypothetical protein,1xCPE2514,
CPE2516,16,23,7,10,436,355,1623,,hypothetical protein,2xCPE2517,
CPE2517,42,136,64,123,60,113,858,ksgA,dimethyladenosine transferase,68xCPE2518 2xCPE2516,
CPE2518,20,61,58,134,19,49,549,,primase-like protein,68xCPE2517,1xCPE2423
CPE2519,62,100,37,68,272,453,1023,,hypothetical protein,,
CPE2520,59,120,83,125,91,153,771,,"hydrolase, TatD family",90xCPE2521,
CPE2521,45,142,65,361,78,133,1500,,hypothetical protein,90xCPE2520,
CPE2522,23,82,42,155,16,37,681,,cyclic nucleotide-binding protein,,
CPE2523,8,17,3,20,14,16,1545,metS,methionyl-tRNA synthetase,,1xCPE2162 1xCPE0665 1xCPE0021 1xCPE0478 1xCPE0489 1xCPE1880
CPE2524,28,28,29,40,59,82,1938,metG,methionyl-tRNA synthetase,,
CPE2525,27,101,97,197,23,60,582,,hypothetical protein,69xCPE2526,
CPE2526,15,67,39,49,20,37,510,,hypothetical protein,69xCPE2525,
CPE2527,19,56,20,41,19,66,1716,,hypothetical protein,,
CPE2528,84,289,164,336,119,223,1614,,putative ubiquinone biosynthesis protein UbiB,128xCPE2529,
CPE2529,591,3696,836,3727,777,2485,339,,hypothetical protein,156xCPE2530 128xCPE2528,
CPE2530,218,320,318,923,311,394,1245,,xaa-pro aminopeptidase,156xCPE2529 3xCPE2531,
CPE2531,622,3164,2451,22789,678,5302,2598,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,3xCPE2530,
CPE2532,2,1,0,0,46,35,519,spmB,spore maturation protein B,17xCPE2533,
CPE2533,2,2,0,1,35,35,579,spmA,spore maturation protein A,17xCPE2532,
CPE2534,211,499,178,701,143,740,180,,hypothetical protein,,
CPE2535,37,98,44,81,68,119,1368,,MATE efflux family protein,1xCPE2536,
CPE2536,52,102,28,63,66,126,633,,hypothetical protein,51xCPE2537 1xCPE2535,
CPE2537,11,15,6,56,54,18,693,,thiol:disulfide interchange protein precursor,51xCPE2536 11xCPE2538,
CPE2538,11,20,5,27,55,28,435,,hypothetical protein,11xCPE2537 2xCPE2539,
CPE2539,315,410,190,219,536,753,999,ccpA,transcriptional regulator,2xCPE2538,
CPE2540,52,63,128,123,36,56,330,,rhodanese-like domain protein,,
CPE2541,55,99,83,203,106,234,3120,ileS,isoleucyl-tRNA synthetase,,
CPE2542,4546,8626,4996,10867,5628,12533,216,,(2Fe-2S)-binding protein,,
CPE2543,40,106,67,74,48,106,609,,hypothetical protein,7xCPE2544,
CPE2544,40,114,52,215,77,107,1929,,ABC transporter,7xCPE2543,1xCPE2087 1xCPE2162 1xCPE1858 1xCPE1469 1xCPE2194
CPE2545,3,9,8,13,7,17,606,,hypothetical protein,3xCPE2546,
CPE2546,2,6,10,19,2,4,666,,transcriptional regulator,3xCPE2545,
CPE2547,3,0,0,5,26,41,315,,hypothetical protein,,
CPE2548,33,93,73,112,27,85,1176,,methyltransferase,,
CPE2549,14,25,29,107,51,36,348,,hypothetical protein,91xCPE2550,
CPE2550,22,21,18,79,59,55,1254,,"oxidoreductase, pyridine nucleotide-disulphide family",91xCPE2549 18xCPE2551,
CPE2551,18,12,15,14,43,40,1431,glpA,glycerol-3-phosphate dehydrogenase,18xCPE2550 1xCPE2552,
CPE2552,78,79,22,70,236,131,1503,glpK,glycerol kinase,85xCPE2553 1xCPE2551,
CPE2553,80,79,20,45,179,116,561,glpP,glycerol uptake operon antiterminator,85xCPE2552 85xCPE2554,
CPE2554,117,124,19,46,233,149,708,glpF,glycerol uptake facilitator protein,85xCPE2553,
CPE2555,47,330,273,1594,73,157,444,,hypothetical protein,1xCPE2556,
CPE2556,12,50,37,64,18,31,744,,2-phosphosulfolactate phosphatase,24xCPE2557 1xCPE2555,
CPE2557,25,60,58,91,28,52,936,,radical SAM protein family protein,24xCPE2556 2xCPE2558,
CPE2558,3,0,2,4,13,11,1086,,hypothetical protein,2xCPE2557,
CPE2559,3,8,1,2,225,149,1053,,hypothetical protein,,1xCPE2230 1xCPE2162
CPE2560,11,21,7,12,32,46,1317,,spore cortex-lytic enzyme SleC,,
CPE2561,4,3,2,10,10,7,1749,,Ser-type protease,2xCPE2562,
CPE2562,0,0,3,24,6,7,1698,,protease CspB,2xCPE2561 2xCPE2563,
CPE2563,3,4,2,3,11,8,1737,,Ser-type protease,2xCPE2562,
CPE2564,85,124,136,168,119,163,672,,anaerobic benzoate catabolism transcriptional regul,179xCPE2565,
CPE2565,54,64,70,130,69,107,375,,hypothetical protein,194xCPE2566 179xCPE2564,
CPE2566,118,282,156,449,144,328,513,,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",194xCPE2565,
CPE2567,35,148,190,544,61,394,270,,hypothetical protein,1xCPE2568,
CPE2568,43,143,88,261,59,159,783,,glutamate racemase,1xCPE2567,
CPE2569,161,854,582,1164,263,857,1902,,glutamine synthetase,,
CPE2570,11,71,5,55,41,121,285,,hypothetical protein,,
CPE2571,42,262,104,228,30,134,642,,hypothetical protein,,
CPE2572,7,19,7,39,7,10,3204,carB,carbamoyl phosphate synthase large subunit,5xCPE2573,
CPE2573,3,20,4,29,1,3,1050,carA,carbamoyl phosphate synthase small subunit,5xCPE2572,
CPE2574,2,4,0,0,8,23,657,,hypothetical protein,,
CPE2575,1,7,7,6,73,71,1473,,[Fe] hydrogenase,10xCPE2576,
CPE2576,2,6,0,6,37,80,618,,3-methyladenine DNA glycosylase,10xCPE2575,
CPE2577,3,12,11,16,3,12,312,,PTS system,11xCPE2578,
CPE2578,6,53,37,61,14,45,1248,proA,gamma-glutamyl phosphate reductase,20xCPE2579 11xCPE2577,
CPE2579,13,21,19,27,18,14,810,proB,gamma-glutamyl kinase,20xCPE2578 1xCPE2580,
CPE2580,1,3,1,7,5,5,879,,"oxidoreductase, short chain dehydrogenase/reductase",1xCPE2579,
CPE2581,2,3,2,6,1,1,774,,"oxidoreductase, short-chain dehydrogenase/reductase",,
CPE2582,700,260,345,238,801,340,1293,,hypothetical protein,1xCPE2583,
CPE2583,14,11,3,6,25,45,228,,hypothetical protein,1xCPE2582,
CPE2584,3,12,13,45,15,14,1644,,hydroxylamine reductase,,
CPE2585,4,10,0,18,7,24,1278,,nucleoside recognition domain protein,,
CPE2586,4,2,2,5,209,114,789,,hypothetical protein,,1xCPE2284
CPE2587,19,52,21,93,18,66,585,,maltose transacetylase,13xCPE2588,
CPE2588,10,81,26,82,11,46,474,,methionine sulfoxide reductase A,13xCPE2587,
CPE2589,43,34,38,35,34,63,1485,,site specific DNA-methyltransferase,,
CPE2590,20,44,40,33,33,45,2157,,phage infection protein,8xCPE2591,
CPE2591,13,46,31,62,35,45,2166,,phage infection protein,8xCPE2590,
CPE2592,119,247,113,125,136,317,339,phnA,phnA family protein,18xCPE2593,
CPE2593,216,353,189,278,247,383,807,,hypothetical protein,18xCPE2592,
CPE2594,10,29,21,64,8,13,1032,,23S rRNA m(2)G2445 methyltransferase,1xCPE2595,
CPE2595,42,99,55,166,83,93,1434,,potassium/proton antiporter,1xCPE2594,
CPE2596,6,13,9,18,63,86,369,,hypothetical protein,,
CPE2597,18,114,109,425,29,113,399,,hypothetical protein,4xCPE2598,1xCPE0544
CPE2598,14,59,57,53,72,121,891,,oxidoreductase,4xCPE2597,
CPE2599,5180,7135,1605,1812,7695,9507,153,,hypothetical protein,,13xCPE0768 2xCPE0999
CPE2600,14,20,17,38,9,13,480,,rRNA large subunit methyltransferase,,
CPE2601,39,408,58,894,25,257,372,,hypothetical protein,,
CPE2602,62,114,88,98,85,143,642,,hypothetical protein,,
CPE2603,197,565,268,437,291,750,501,,preprotein translocase subunit SecA,14xCPE2604,
CPE2604,21,45,26,47,55,55,555,,hypothetical protein,65xCPE2605 14xCPE2603,
CPE2605,35,71,53,49,77,66,792,,metallo-beta-lactamase,65xCPE2604 35xCPE2606,
